Model,Average,ARC(25-shot),HellaSwag(10-shot),MMLU(5-shot),TruthfulQA(0-shot),Parameters,URL
TheBloke/wizardLM-13B-1.0-fp16,60.4,57.2,80.9,52.9,50.6,18.571428571428573,https://huggingface.co/TheBloke/wizardLM-13B-1.0-fp16
Monero/WizardLM-30B-Uncensored-Guanaco-SuperCOT-30b,60.31,55.6,80.4,54.0,51.3,42.857142857142854,https://huggingface.co/Monero/WizardLM-30B-Uncensored-Guanaco-SuperCOT-30b
TheBloke/UltraLM-13B-fp16,60.3,57.6,80.2,51.8,51.6,18.571428571428573,https://huggingface.co/TheBloke/UltraLM-13B-fp16
openaccess-ai-collective/minotaur-13b-fixed,60.29,59.0,81.7,50.1,50.4,18.571428571428573,https://huggingface.co/openaccess-ai-collective/minotaur-13b-fixed
jondurbin/airoboros-13b,60.23,58.3,81.0,50.0,51.6,18.571428571428573,https://huggingface.co/jondurbin/airoboros-13b
TheBloke/airoboros-13B-HF,60.23,58.3,81.0,50.0,51.6,18.571428571428573,https://huggingface.co/TheBloke/airoboros-13B-HF
dfurman/llama-2-13b-guanaco-peft,60.19,60.0,82.4,55.8,42.6,18.571428571428573,https://huggingface.co/dfurman/llama-2-13b-guanaco-peft
NousResearch/Redmond-Puffin-13B,60.18,60.5,83.2,55.0,42.1,18.571428571428573,https://huggingface.co/NousResearch/Redmond-Puffin-13B
NousResearch/Nous-Hermes-13b,60.15,56.6,82.1,50.4,51.5,18.571428571428573,https://huggingface.co/NousResearch/Nous-Hermes-13b
ehartford/Wizard-Vicuna-13B-Uncensored,60.13,59.0,82.0,47.9,51.7,18.571428571428573,https://huggingface.co/ehartford/Wizard-Vicuna-13B-Uncensored
TheBloke/Wizard-Vicuna-13B-Uncensored-HF,60.13,59.0,82.0,47.9,51.7,18.571428571428573,https://huggingface.co/TheBloke/Wizard-Vicuna-13B-Uncensored-HF
openaccess-ai-collective/manticore-13b,60.08,58.7,81.6,50.8,49.2,18.571428571428573,https://huggingface.co/openaccess-ai-collective/manticore-13b
FPHam/Free_Sydney_13b_HF,60.04,59.4,81.4,53.7,45.6,18.571428571428573,https://huggingface.co/FPHam/Free_Sydney_13b_HF
lmsys/vicuna-13b-v1.3,60.01,54.6,80.4,52.9,52.1,18.571428571428573,https://huggingface.co/lmsys/vicuna-13b-v1.3
CalderaAI/13B-BlueMethod,59.95,59.6,82.1,50.3,47.7,18.571428571428573,https://huggingface.co/CalderaAI/13B-BlueMethod
meta-llama/Llama-2-13b-chat-hf,59.93,59.0,81.9,54.6,44.1,18.571428571428573,https://huggingface.co/meta-llama/Llama-2-13b-chat-hf
openchat/openchat_v2_w,59.86,57.3,81.2,50.2,50.7,0.0,https://huggingface.co/openchat/openchat_v2_w
TehVenom/Metharme-13b-Merged,59.84,59.9,81.1,47.2,51.2,18.571428571428573,https://huggingface.co/TehVenom/Metharme-13b-Merged
openaccess-ai-collective/wizard-mega-13b,59.81,57.3,81.1,50.6,50.2,18.571428571428573,https://huggingface.co/openaccess-ai-collective/wizard-mega-13b
jondurbin/airoboros-13b-gpt4-1.4-fp16,59.81,59.6,83.2,47.6,48.8,18.571428571428573,https://huggingface.co/jondurbin/airoboros-13b-gpt4-1.4-fp16
jondurbin/airoboros-13b-gpt4-1.4,59.81,59.6,83.2,47.6,48.8,18.571428571428573,https://huggingface.co/jondurbin/airoboros-13b-gpt4-1.4
Monero/Manticore-13b-Chat-Pyg-Guanaco,59.81,56.8,82.3,47.8,52.3,18.571428571428573,https://huggingface.co/Monero/Manticore-13b-Chat-Pyg-Guanaco
Gryphe/MythoBoros-13b,59.75,58.2,81.8,50.1,48.9,18.571428571428573,https://huggingface.co/Gryphe/MythoBoros-13b
CalderaAI/13B-Ouroboros,59.74,57.4,82.1,51.4,48.0,18.571428571428573,https://huggingface.co/CalderaAI/13B-Ouroboros
digitous/13B-HyperMantis,59.71,58.5,82.2,50.6,47.5,18.571428571428573,https://huggingface.co/digitous/13B-HyperMantis
Gryphe/MythoLogic-13b,59.71,58.4,81.6,49.4,49.5,18.571428571428573,https://huggingface.co/Gryphe/MythoLogic-13b
openchat/openchat_v2,59.61,57.2,81.1,50.6,49.5,0.0,https://huggingface.co/openchat/openchat_v2
stabilityai/StableBeluga-7B,59.59,56.3,79.1,52.7,50.2,10.0,https://huggingface.co/stabilityai/StableBeluga-7B
TheBloke/gpt4-x-vicuna-13B-HF,59.58,53.4,80.1,51.2,53.6,18.571428571428573,https://huggingface.co/TheBloke/gpt4-x-vicuna-13B-HF
Lajonbot/tableBeluga-7B-instruct-pl-lora_unload,59.56,56.2,79.1,52.7,50.2,10.0,https://huggingface.co/Lajonbot/tableBeluga-7B-instruct-pl-lora_unload
TheBloke/gpt4-alpaca-lora-13B-HF,59.52,59.6,82.1,47.5,49.0,18.571428571428573,https://huggingface.co/TheBloke/gpt4-alpaca-lora-13B-HF
openaccess-ai-collective/manticore-13b-chat-pyg,59.5,58.5,82.0,48.8,48.8,18.571428571428573,https://huggingface.co/openaccess-ai-collective/manticore-13b-chat-pyg
jondurbin/airoboros-l2-13b-gpt4-1.4.1,59.45,59.1,82.8,55.6,40.3,18.571428571428573,https://huggingface.co/jondurbin/airoboros-l2-13b-gpt4-1.4.1
Aeala/GPT4-x-Alpasta-13b,59.39,58.5,79.9,46.0,53.1,18.571428571428573,https://huggingface.co/Aeala/GPT4-x-Alpasta-13b
psmathur/orca_mini_v2_13b,59.36,55.1,79.7,50.1,52.6,18.571428571428573,https://huggingface.co/psmathur/orca_mini_v2_13b
YeungNLP/firefly-llama-13b,59.34,59.0,79.7,49.1,49.6,18.571428571428573,https://huggingface.co/YeungNLP/firefly-llama-13b
layoric/llama-2-13b-code-alpaca,59.3,60.8,82.1,55.9,38.3,18.571428571428573,https://huggingface.co/layoric/llama-2-13b-code-alpaca
bofenghuang/vigogne-13b-instruct,59.28,57.9,81.3,47.6,50.2,18.571428571428573,https://huggingface.co/bofenghuang/vigogne-13b-instruct
Lajonbot/vicuna-13b-v1.3-PL-lora_unload,59.27,54.9,80.4,52.2,49.6,18.571428571428573,https://huggingface.co/Lajonbot/vicuna-13b-v1.3-PL-lora_unload
ehartford/dolphin-llama-13b,59.26,55.6,77.1,52.2,52.2,18.571428571428573,https://huggingface.co/ehartford/dolphin-llama-13b
YeungNLP/firefly-llama-13b-v1.2,59.25,56.7,80.3,48.9,51.0,18.571428571428573,https://huggingface.co/YeungNLP/firefly-llama-13b-v1.2
eachadea/vicuna-13b-1.1,59.22,52.7,80.1,51.9,52.1,18.571428571428573,https://huggingface.co/eachadea/vicuna-13b-1.1
pillowtalks-ai/delta13b,59.22,52.7,80.1,51.9,52.1,18.571428571428573,https://huggingface.co/pillowtalks-ai/delta13b
TheBloke/vicuna-13B-1.1-HF,59.22,52.7,80.1,51.9,52.1,18.571428571428573,https://huggingface.co/TheBloke/vicuna-13B-1.1-HF
kevinpro/Vicuna-13B-CoT,59.22,52.7,80.1,51.9,52.1,18.571428571428573,https://huggingface.co/kevinpro/Vicuna-13B-CoT
TheBloke/Vicuna-13B-CoT-fp16,59.21,52.7,80.1,51.9,52.1,18.571428571428573,https://huggingface.co/TheBloke/Vicuna-13B-CoT-fp16
lmsys/vicuna-13b-v1.1,59.21,52.7,80.1,51.9,52.1,18.571428571428573,https://huggingface.co/lmsys/vicuna-13b-v1.1
TheBloke/guanaco-13B-HF,59.18,57.8,83.8,48.3,46.7,18.571428571428573,https://huggingface.co/TheBloke/guanaco-13B-HF
TheBloke/Nous-Hermes-13B-SuperHOT-8K-fp16,59.15,55.3,81.9,48.2,51.2,18.571428571428573,https://huggingface.co/TheBloke/Nous-Hermes-13B-SuperHOT-8K-fp16
jondurbin/airoboros-13b-gpt4-1.2,59.09,58.4,81.6,48.8,47.5,18.571428571428573,https://huggingface.co/jondurbin/airoboros-13b-gpt4-1.2
TheBloke/robin-13B-v2-fp16,59.07,56.5,80.4,48.8,50.6,18.571428571428573,https://huggingface.co/TheBloke/robin-13B-v2-fp16
dvruette/oasst-llama-13b-2-epochs,59.04,57.9,82.4,48.6,47.3,18.571428571428573,https://huggingface.co/dvruette/oasst-llama-13b-2-epochs
Aspik101/Nous-Hermes-13b-pl-lora_unload,59.01,57.1,81.5,49.2,48.3,18.571428571428573,https://huggingface.co/Aspik101/Nous-Hermes-13b-pl-lora_unload
bofenghuang/vigogne-13b-chat,58.99,58.6,80.8,47.8,48.7,18.571428571428573,https://huggingface.co/bofenghuang/vigogne-13b-chat
OptimalScale/robin-13b-v2-delta,58.96,56.6,80.4,48.4,50.5,18.571428571428573,https://huggingface.co/OptimalScale/robin-13b-v2-delta
gywy/llama2-13b-chinese-v1,58.86,59.8,75.7,54.2,45.7,18.571428571428573,https://huggingface.co/gywy/llama2-13b-chinese-v1
eachadea/vicuna-13b,58.79,51.7,79.9,50.8,52.7,18.571428571428573,https://huggingface.co/eachadea/vicuna-13b
openaccess-ai-collective/minotaur-13b,58.69,56.4,79.1,49.6,49.6,18.571428571428573,https://huggingface.co/openaccess-ai-collective/minotaur-13b
meta-llama/Llama-2-13b-hf,58.66,59.4,82.1,55.8,37.4,18.571428571428573,https://huggingface.co/meta-llama/Llama-2-13b-hf
TheBloke/Llama-2-13B-fp16,58.63,59.3,82.2,55.7,37.4,18.571428571428573,https://huggingface.co/TheBloke/Llama-2-13B-fp16
wahaha1987/llama_13b_sharegpt94k_fastchat,58.57,53.8,79.5,51.5,49.5,18.571428571428573,https://huggingface.co/wahaha1987/llama_13b_sharegpt94k_fastchat
openchat/openchat_8192,58.49,59.6,81.4,46.3,46.7,0.0,https://huggingface.co/openchat/openchat_8192
dvruette/llama-13b-pretrained-sft-do2,58.49,59.0,80.3,47.2,47.4,18.571428571428573,https://huggingface.co/dvruette/llama-13b-pretrained-sft-do2
project-baize/baize-v2-13b,58.45,56.9,79.3,49.7,47.9,18.571428571428573,https://huggingface.co/project-baize/baize-v2-13b
xzuyn/Alpacino-SuperCOT-13B,58.34,58.4,81.7,47.9,45.4,18.571428571428573,https://huggingface.co/xzuyn/Alpacino-SuperCOT-13B
bofenghuang/vigogne-2-7b-instruct,58.22,56.2,80.0,47.2,49.5,10.0,https://huggingface.co/bofenghuang/vigogne-2-7b-instruct
haonan-li/bactrian-x-llama-13b-merged,58.13,56.4,79.3,48.4,48.4,18.571428571428573,https://huggingface.co/haonan-li/bactrian-x-llama-13b-merged
jondurbin/airoboros-13b-gpt4-1.3,58.09,58.5,81.6,47.0,45.3,18.571428571428573,https://huggingface.co/jondurbin/airoboros-13b-gpt4-1.3
TheBloke/wizard-vicuna-13B-HF,58.09,54.7,79.2,48.9,49.6,18.571428571428573,https://huggingface.co/TheBloke/wizard-vicuna-13B-HF
junelee/wizard-vicuna-13b,58.09,54.7,79.2,48.9,49.6,18.571428571428573,https://huggingface.co/junelee/wizard-vicuna-13b
Open-Orca/OpenOrca-Preview1-13B,58.08,55.0,78.2,50.1,49.0,18.571428571428573,https://huggingface.co/Open-Orca/OpenOrca-Preview1-13B
camel-ai/CAMEL-13B-Combined-Data,58.01,55.6,79.2,49.7,47.4,18.571428571428573,https://huggingface.co/camel-ai/CAMEL-13B-Combined-Data
ausboss/llama-13b-supercot,57.92,56.1,81.7,45.4,48.6,18.571428571428573,https://huggingface.co/ausboss/llama-13b-supercot
TheBloke/tulu-13B-fp16,57.9,53.9,80.7,53.2,43.8,18.571428571428573,https://huggingface.co/TheBloke/tulu-13B-fp16
NousResearch/Nous-Hermes-llama-2-7b,57.85,55.1,78.9,48.3,49.0,10.0,https://huggingface.co/NousResearch/Nous-Hermes-llama-2-7b
dvruette/llama-13b-pretrained,57.77,56.3,79.3,47.0,48.4,18.571428571428573,https://huggingface.co/dvruette/llama-13b-pretrained
dvruette/llama-13b-pretrained-dropout,57.73,56.4,79.3,46.6,48.6,18.571428571428573,https://huggingface.co/dvruette/llama-13b-pretrained-dropout
64bits/LexPodLM-13B,57.67,57.8,81.0,48.4,43.5,91.42857142857143,https://huggingface.co/64bits/LexPodLM-13B
mosaicml/mpt-30b-instruct,57.49,58.4,84.3,49.2,38.0,42.857142857142854,https://huggingface.co/mosaicml/mpt-30b-instruct
PocketDoc/Dans-PileOfSets-Mk1-llama-13b-merged,57.48,58.8,81.8,48.1,41.2,18.571428571428573,https://huggingface.co/PocketDoc/Dans-PileOfSets-Mk1-llama-13b-merged
Lajonbot/vicuna-7b-v1.5-PL-lora_unload,57.4,53.5,76.7,49.7,49.7,10.0,https://huggingface.co/Lajonbot/vicuna-7b-v1.5-PL-lora_unload
frank098/WizardLM_13B_juniper,57.38,55.4,77.2,45.5,51.5,18.571428571428573,https://huggingface.co/frank098/WizardLM_13B_juniper
ashercn97/manatee-7b,57.38,54.5,79.0,49.3,46.8,10.0,https://huggingface.co/ashercn97/manatee-7b
digitous/Alpacino13b,57.36,58.5,81.3,47.9,41.7,18.571428571428573,https://huggingface.co/digitous/Alpacino13b
YeungNLP/firefly-ziya-13b,57.08,55.4,78.5,45.2,49.3,18.571428571428573,https://huggingface.co/YeungNLP/firefly-ziya-13b
dvruette/llama-13b-pretrained-sft-epoch-1,56.8,57.2,80.0,45.5,44.4,18.571428571428573,https://huggingface.co/dvruette/llama-13b-pretrained-sft-epoch-1
camel-ai/CAMEL-13B-Role-Playing-Data,56.79,55.0,79.2,46.6,46.4,18.571428571428573,https://huggingface.co/camel-ai/CAMEL-13B-Role-Playing-Data
TheBloke/koala-13B-HF,56.53,53.0,77.6,45.3,50.2,18.571428571428573,https://huggingface.co/TheBloke/koala-13B-HF
lmsys/vicuna-7b-delta-v1.1,56.43,53.7,77.5,45.6,49.0,10.0,https://huggingface.co/lmsys/vicuna-7b-delta-v1.1
eachadea/vicuna-7b-1.1,56.43,53.7,77.5,45.6,48.9,10.0,https://huggingface.co/eachadea/vicuna-7b-1.1
Ejafa/vicuna_7B_vanilla_1.1,56.43,53.7,77.5,45.6,48.9,10.0,https://huggingface.co/Ejafa/vicuna_7B_vanilla_1.1
meta-llama/Llama-2-7b-chat-hf,56.34,52.9,78.6,48.3,45.6,10.0,https://huggingface.co/meta-llama/Llama-2-7b-chat-hf
Tap-M/Luna-AI-Llama2-Uncensored,56.29,54.4,78.6,46.7,45.5,0.0,https://huggingface.co/Tap-M/Luna-AI-Llama2-Uncensored
Mikael110/llama-2-7b-guanaco-fp16,56.18,54.9,79.6,46.4,43.8,10.0,https://huggingface.co/Mikael110/llama-2-7b-guanaco-fp16
mosaicml/mpt-30b,56.15,55.9,82.4,47.9,38.4,42.857142857142854,https://huggingface.co/mosaicml/mpt-30b
llama-13b,56.08,56.2,80.9,47.7,39.5,18.571428571428573,
dvruette/oasst-llama-13b-1000-steps,56.07,58.1,81.5,48.6,36.0,18.571428571428573,https://huggingface.co/dvruette/oasst-llama-13b-1000-steps
huggyllama/llama-13b,56.04,56.1,80.9,47.6,39.5,18.571428571428573,https://huggingface.co/huggyllama/llama-13b
TFLai/llama-13b-4bit-alpaca,55.95,55.7,80.9,42.4,44.8,18.571428571428573,https://huggingface.co/TFLai/llama-13b-4bit-alpaca
HuggingFaceH4/starchat-beta,55.78,52.5,80.6,42.8,47.2,0.0,https://huggingface.co/HuggingFaceH4/starchat-beta
lmsys/vicuna-7b-v1.3,55.62,50.4,76.9,48.1,47.0,10.0,https://huggingface.co/lmsys/vicuna-7b-v1.3
