Model,Average,ARC(25-shot),HellaSwag(10-shot),MMLU(5-shot),TruthfulQA(0-shot),Parameters,URL
TFLai/llama-2-13b-4bit-alpaca-gpt4,59.06,57.7,81,51.8,45.7,18.57142857,https://huggingface.co/TFLai/llama-2-13b-4bit-alpaca-gpt4
yihan6324/llama2-7b-instructmining-orca-40k,59.04,56.7,80.2,48.2,51,10,https://huggingface.co/yihan6324/llama2-7b-instructmining-orca-40k
dvruette/oasst-llama-13b-2-epochs,59.04,57.9,82.4,48.6,47.3,18.57142857,https://huggingface.co/dvruette/oasst-llama-13b-2-epochs
Open-Orca/LlongOrca-7B-16k,59.03,57.5,79.4,49.4,49.8,10,https://huggingface.co/Open-Orca/LlongOrca-7B-16k
Aspik101/Nous-Hermes-13b-pl-lora_unload,59.01,57.1,81.5,49.2,48.3,18.57142857,https://huggingface.co/Aspik101/Nous-Hermes-13b-pl-lora_unload
nkpz/llama2-22b-chat-wizard-uncensored,59,56.2,80.4,53.6,45.8,31.42857143,https://huggingface.co/nkpz/llama2-22b-chat-wizard-uncensored
bofenghuang/vigogne-13b-chat,58.99,58.6,80.8,47.8,48.7,18.57142857,https://huggingface.co/bofenghuang/vigogne-13b-chat
beaugogh/Llama2-7b-openorca-mc-v1,58.97,55.6,80.2,48.4,51.6,10,https://huggingface.co/beaugogh/Llama2-7b-openorca-mc-v1
OptimalScale/robin-13b-v2-delta,58.96,56.6,80.4,48.4,50.5,18.57142857,https://huggingface.co/OptimalScale/robin-13b-v2-delta
pe-nlp/llama-2-13b-vicuna-wizard,58.93,57.8,82.2,54.7,41.1,18.57142857,https://huggingface.co/pe-nlp/llama-2-13b-vicuna-wizard
chargoddard/llama2-22b,58.9,58.5,82.6,54.7,39.8,31.42857143,https://huggingface.co/chargoddard/llama2-22b
gywy/llama2-13b-chinese-v1,58.86,59.8,75.7,54.2,45.7,18.57142857,https://huggingface.co/gywy/llama2-13b-chinese-v1
frank098/Wizard-Vicuna-13B-juniper,58.83,55.9,79.8,45,54.7,18.57142857,https://huggingface.co/frank098/Wizard-Vicuna-13B-juniper
eachadea/vicuna-13b,58.79,51.7,79.9,50.8,52.7,18.57142857,https://huggingface.co/eachadea/vicuna-13b
yihan6324/llama2-7b-instructmining-orca-90k,58.79,54.4,80.4,50.9,49.4,10,https://huggingface.co/yihan6324/llama2-7b-instructmining-orca-90k
chargoddard/llama2-22b-blocktriangular,58.77,58.5,82.6,54.6,39.3,31.42857143,https://huggingface.co/chargoddard/llama2-22b-blocktriangular
Yhyu13/chimera-inst-chat-13b-hf,58.76,55.4,78.9,50.6,50.1,18.57142857,https://huggingface.co/Yhyu13/chimera-inst-chat-13b-hf
chargoddard/ypotryll-22b-epoch2-qlora,58.7,59.2,80.7,54.5,40.4,31.42857143,https://huggingface.co/chargoddard/ypotryll-22b-epoch2-qlora
totally-not-an-llm/EverythingLM-13b-16k,58.7,56.6,80.6,50.2,47.5,18.57142857,https://huggingface.co/totally-not-an-llm/EverythingLM-13b-16k
openaccess-ai-collective/minotaur-13b,58.69,56.4,79.1,49.6,49.6,18.57142857,https://huggingface.co/openaccess-ai-collective/minotaur-13b
chargoddard/llama2-22b-blocktriangular,58.68,58.3,82.7,54.5,39.2,31.42857143,https://huggingface.co/chargoddard/llama2-22b-blocktriangular
meta-llama/Llama-2-13b-hf,58.66,59.4,82.1,55.8,37.4,18.57142857,https://huggingface.co/meta-llama/Llama-2-13b-hf
TheBloke/Llama-2-13B-fp16,58.63,59.3,82.2,55.7,37.4,18.57142857,https://huggingface.co/TheBloke/Llama-2-13B-fp16
TaylorAI/Flash-Llama-13B,58.63,59.3,82.2,55.7,37.4,18.57142857,https://huggingface.co/TaylorAI/Flash-Llama-13B
shareAI/bimoGPT-llama2-13b,58.57,58.8,82.1,55.6,37.8,18.57142857,https://huggingface.co/shareAI/bimoGPT-llama2-13b
wahaha1987/llama_13b_sharegpt94k_fastchat,58.57,53.8,79.5,51.5,49.5,18.57142857,https://huggingface.co/wahaha1987/llama_13b_sharegpt94k_fastchat
openchat/openchat_8192,58.49,59.6,81.4,46.3,46.7,0,https://huggingface.co/openchat/openchat_8192
dvruette/llama-13b-pretrained-sft-do2,58.49,59,80.3,47.2,47.4,18.57142857,https://huggingface.co/dvruette/llama-13b-pretrained-sft-do2
project-baize/baize-v2-13b,58.45,56.9,79.3,49.7,47.9,18.57142857,https://huggingface.co/project-baize/baize-v2-13b
jondurbin/airoboros-l2-13b-gpt4-m2.0,58.42,59.2,81,53.7,39.7,18.57142857,https://huggingface.co/jondurbin/airoboros-l2-13b-gpt4-m2.0
yeontaek/Platypus2xOpenOrca-13B-LoRa-v2,58.36,58.6,81.2,50.2,43.4,18.57142857,https://huggingface.co/yeontaek/Platypus2xOpenOrca-13B-LoRa-v2
xzuyn/Alpacino-SuperCOT-13B,58.34,58.4,81.7,47.9,45.4,18.57142857,https://huggingface.co/xzuyn/Alpacino-SuperCOT-13B
jondurbin/airoboros-l2-13b-gpt4-2.0,58.26,59,82.8,54.7,36.5,18.57142857,https://huggingface.co/jondurbin/airoboros-l2-13b-gpt4-2.0
aiplanet/effi-13b,58.26,53.3,81.2,53.6,44.9,18.57142857,https://huggingface.co/aiplanet/effi-13b
clibrain/Llama-2-13b-ft-instruct-es,58.25,59.4,81.5,54.3,37.8,18.57142857,https://huggingface.co/clibrain/Llama-2-13b-ft-instruct-es
bofenghuang/vigogne-2-7b-instruct,58.22,56.2,80,47.2,49.5,10,https://huggingface.co/bofenghuang/vigogne-2-7b-instruct
bofenghuang/vigogne-2-7b-chat,58.13,55.6,78.7,51,47.2,10,https://huggingface.co/bofenghuang/vigogne-2-7b-chat
aiplanet/effi-13b,58.13,52.9,81.2,53.5,45,18.57142857,https://huggingface.co/aiplanet/effi-13b
haonan-li/bactrian-x-llama-13b-merged,58.13,56.4,79.3,48.4,48.4,18.57142857,https://huggingface.co/haonan-li/bactrian-x-llama-13b-merged
beaugogh/Llama2-7b-sharegpt4,58.12,55.7,80.9,47.5,48.3,10,https://huggingface.co/beaugogh/Llama2-7b-sharegpt4
HWERI/Llama2-7b-sharegpt4,58.12,55.7,80.9,47.5,48.3,10,https://huggingface.co/HWERI/Llama2-7b-sharegpt4
jondurbin/airoboros-13b-gpt4-1.3,58.09,58.5,81.6,47,45.3,18.57142857,https://huggingface.co/jondurbin/airoboros-13b-gpt4-1.3
TheBloke/wizard-vicuna-13B-HF,58.09,54.7,79.2,48.9,49.6,18.57142857,https://huggingface.co/TheBloke/wizard-vicuna-13B-HF
junelee/wizard-vicuna-13b,58.09,54.7,79.2,48.9,49.6,18.57142857,https://huggingface.co/junelee/wizard-vicuna-13b
Open-Orca/OpenOrca-Preview1-13B,58.08,55,78.2,50.1,49,18.57142857,https://huggingface.co/Open-Orca/OpenOrca-Preview1-13B
TheBloke/h2ogpt-oasst1-512-30B-HF,58.07,57.3,81.4,48.1,45.5,42.85714286,https://huggingface.co/TheBloke/h2ogpt-oasst1-512-30B-HF
camel-ai/CAMEL-13B-Combined-Data,58.01,55.6,79.2,49.7,47.4,18.57142857,https://huggingface.co/camel-ai/CAMEL-13B-Combined-Data
lmsys/vicuna-7b-v1.5,58,53.2,77.4,51,50.3,10,https://huggingface.co/lmsys/vicuna-7b-v1.5
lmsys/vicuna-7b-v1.5-16k,57.98,54.7,77.3,49.5,50.4,10,https://huggingface.co/lmsys/vicuna-7b-v1.5-16k
lmsys/vicuna-7b-v1.5,57.95,53.2,77.4,50.8,50.3,10,https://huggingface.co/lmsys/vicuna-7b-v1.5
ausboss/llama-13b-supercot,57.92,56.1,81.7,45.4,48.6,18.57142857,https://huggingface.co/ausboss/llama-13b-supercot
TheBloke/tulu-13B-fp16,57.9,53.9,80.7,53.2,43.8,18.57142857,https://huggingface.co/TheBloke/tulu-13B-fp16
NousResearch/Nous-Hermes-llama-2-7b,57.85,55.1,78.9,48.3,49,10,https://huggingface.co/NousResearch/Nous-Hermes-llama-2-7b
jlevin/guanaco-13b-llama-2,57.83,55.4,81.9,47.2,46.9,18.57142857,https://huggingface.co/jlevin/guanaco-13b-llama-2
lmsys/vicuna-7b-v1.5-16k,57.78,54.2,77.3,49.3,50.4,10,https://huggingface.co/lmsys/vicuna-7b-v1.5-16k
dvruette/llama-13b-pretrained,57.77,56.3,79.3,47,48.4,18.57142857,https://huggingface.co/dvruette/llama-13b-pretrained
nkpz/llama2-22b-daydreamer-v3,57.76,56.1,80.1,52.5,42.4,31.42857143,https://huggingface.co/nkpz/llama2-22b-daydreamer-v3
dvruette/llama-13b-pretrained-dropout,57.73,56.4,79.3,46.6,48.6,18.57142857,https://huggingface.co/dvruette/llama-13b-pretrained-dropout
LLMs/Stable-Vicuna-13B,57.68,53.4,78.6,50.4,48.4,18.57142857,https://huggingface.co/LLMs/Stable-Vicuna-13B
64bits/LexPodLM-13B,57.67,57.8,81,48.4,43.5,91.42857143,https://huggingface.co/64bits/LexPodLM-13B
lizhuang144/llama_mirror_13b_v1.0,57.67,57.6,80.5,48,44.5,18.57142857,https://huggingface.co/lizhuang144/llama_mirror_13b_v1.0
TheBloke/stable-vicuna-13B-HF,57.63,53.3,78.5,50.3,48.4,18.57142857,https://huggingface.co/TheBloke/stable-vicuna-13B-HF
migtissera/Synthia-7B,57.53,56.1,78.6,50.4,45,10,https://huggingface.co/migtissera/Synthia-7B
zarakiquemparte/zarablend-l2-7b,57.51,54.4,78.6,47.6,49.4,10,https://huggingface.co/zarakiquemparte/zarablend-l2-7b
dhmeltzer/Llama-2-7b-hf-wiki_r_64_alpha_16,57.5,55.7,79.6,48.2,46.4,10,https://huggingface.co/dhmeltzer/Llama-2-7b-hf-wiki_r_64_alpha_16
mosaicml/mpt-30b-instruct,57.49,58.4,84.3,49.2,38,42.85714286,https://huggingface.co/mosaicml/mpt-30b-instruct
PocketDoc/Dans-PileOfSets-Mk1-llama-13b-merged,57.48,58.8,81.8,48.1,41.2,18.57142857,https://huggingface.co/PocketDoc/Dans-PileOfSets-Mk1-llama-13b-merged
vonjack/Qwen-LLaMAfied-HFTok-7B-Chat,57.48,50.5,83.6,51.5,44.2,10,https://huggingface.co/vonjack/Qwen-LLaMAfied-HFTok-7B-Chat
l3utterfly/llama2-7b-layla,57.43,54.2,79.3,49.7,46.5,10,https://huggingface.co/l3utterfly/llama2-7b-layla
beaugogh/Llama2-7b-sharegpt4,57.42,55.9,80.8,47.2,45.7,10,https://huggingface.co/beaugogh/Llama2-7b-sharegpt4
Lajonbot/vicuna-7b-v1.5-PL-lora_unload,57.4,53.5,76.7,49.7,49.7,10,https://huggingface.co/Lajonbot/vicuna-7b-v1.5-PL-lora_unload
heegyu/LIMA-13b-hf,57.39,57.4,81.7,48.7,41.8,18.57142857,https://huggingface.co/heegyu/LIMA-13b-hf
frank098/WizardLM_13B_juniper,57.38,55.4,77.2,45.5,51.5,18.57142857,https://huggingface.co/frank098/WizardLM_13B_juniper
ashercn97/manatee-7b,57.38,54.5,79,49.3,46.8,10,https://huggingface.co/ashercn97/manatee-7b
chavinlo/gpt4-x-alpaca,57.37,52.8,79.6,48.2,48.9,0,https://huggingface.co/chavinlo/gpt4-x-alpaca
PocketDoc/Dans-PersonalityEngine-13b,57.36,58.4,82.3,47.6,41.1,18.57142857,https://huggingface.co/PocketDoc/Dans-PersonalityEngine-13b
digitous/Alpacino13b,57.36,58.5,81.3,47.9,41.7,18.57142857,https://huggingface.co/digitous/Alpacino13b
edor/Hermes-Platypus2-mini-7B,57.34,53.8,79.2,47.1,49.3,10,https://huggingface.co/edor/Hermes-Platypus2-mini-7B
lvkaokao/llama2-7b-hf-chat-lora-v2,57.31,55,78.8,51.4,44,10,https://huggingface.co/lvkaokao/llama2-7b-hf-chat-lora-v2
Kiddyz/testlm,57.23,53.5,75.8,51.2,48.4,0,https://huggingface.co/Kiddyz/testlm
Kiddyz/testlm-1,57.23,53.5,75.8,51.2,48.4,0,https://huggingface.co/Kiddyz/testlm-1
Kiddyz/testlm-1-1,57.23,53.5,75.8,51.2,48.4,0,https://huggingface.co/Kiddyz/testlm-1-1
Kiddyz/testlm2,57.21,53,75.6,51.5,48.7,0,https://huggingface.co/Kiddyz/testlm2
aiplanet/effi-13b,57.14,53.4,79.7,52,43.4,18.57142857,https://huggingface.co/aiplanet/effi-13b
Harshvir/Llama-2-7B-physics,57.09,52.9,77.7,48.8,48.9,10,https://huggingface.co/Harshvir/Llama-2-7B-physics
YeungNLP/firefly-ziya-13b,57.08,55.4,78.5,45.2,49.3,18.57142857,https://huggingface.co/YeungNLP/firefly-ziya-13b
LinkSoul/Chinese-Llama-2-7b,57.08,53,75.6,50.7,48.9,10,https://huggingface.co/LinkSoul/Chinese-Llama-2-7b
OpenBuddy/openbuddy-llama2-13b-v11-bf16,56.92,53,75.4,51.4,47.9,18.57142857,https://huggingface.co/OpenBuddy/openbuddy-llama2-13b-v11-bf16
dvruette/llama-13b-pretrained-sft-epoch-1,56.8,57.2,80,45.5,44.4,18.57142857,https://huggingface.co/dvruette/llama-13b-pretrained-sft-epoch-1
camel-ai/CAMEL-13B-Role-Playing-Data,56.79,55,79.2,46.6,46.4,18.57142857,https://huggingface.co/camel-ai/CAMEL-13B-Role-Playing-Data
ziqingyang/chinese-llama-2-13b,56.65,55.8,79.5,53,38.2,18.57142857,https://huggingface.co/ziqingyang/chinese-llama-2-13b
rombodawg/LosslessMegaCoder-llama2-7b-mini,56.59,53.5,77.4,49.7,45.8,10,https://huggingface.co/rombodawg/LosslessMegaCoder-llama2-7b-mini
TheBloke/koala-13B-HF,56.53,53,77.6,45.3,50.2,18.57142857,https://huggingface.co/TheBloke/koala-13B-HF
lmsys/vicuna-7b-delta-v1.1,56.43,53.7,77.5,45.6,49,10,https://huggingface.co/lmsys/vicuna-7b-delta-v1.1
eachadea/vicuna-7b-1.1,56.43,53.7,77.5,45.6,48.9,10,https://huggingface.co/eachadea/vicuna-7b-1.1
Ejafa/vicuna_7B_vanilla_1.1,56.43,53.7,77.5,45.6,48.9,10,https://huggingface.co/Ejafa/vicuna_7B_vanilla_1.1
lvkaokao/llama2-7b-hf-chat-lora,56.39,55.7,78.8,48,43.1,10,https://huggingface.co/lvkaokao/llama2-7b-hf-chat-lora
OpenBuddy/openbuddy-atom-13b-v9-bf16,56.38,51.2,76,49.7,48.6,18.57142857,https://huggingface.co/OpenBuddy/openbuddy-atom-13b-v9-bf16
heegyu/WizardVicuna2-13b-hf,56.35,55.4,79.1,48.5,42.4,18.57142857,https://huggingface.co/heegyu/WizardVicuna2-13b-hf
meta-llama/Llama-2-7b-chat-hf,56.34,52.9,78.6,48.3,45.6,10,https://huggingface.co/meta-llama/Llama-2-7b-chat-hf
davzoku/cria-llama2-7b-v1.3,56.3,52.7,78.6,48.3,45.6,10,https://huggingface.co/davzoku/cria-llama2-7b-v1.3
OpenBuddy/openbuddy-atom-13b-v9-bf16,56.29,51.2,76,49.3,48.7,18.57142857,https://huggingface.co/OpenBuddy/openbuddy-atom-13b-v9-bf16
lvkaokao/llama2-7b-hf-instruction-lora,56.29,55.4,78.6,49.4,41.8,10,https://huggingface.co/lvkaokao/llama2-7b-hf-instruction-lora
Tap-M/Luna-AI-Llama2-Uncensored,56.29,54.4,78.6,46.7,45.5,0,https://huggingface.co/Tap-M/Luna-AI-Llama2-Uncensored
Mikael110/llama-2-7b-guanaco-fp16,56.18,54.9,79.6,46.4,43.8,10,https://huggingface.co/Mikael110/llama-2-7b-guanaco-fp16
garage-bAInd/Platypus2-7B,56.16,55,78.8,50.2,40.7,10,https://huggingface.co/garage-bAInd/Platypus2-7B
mosaicml/mpt-30b,56.15,55.9,82.4,47.9,38.4,42.85714286,https://huggingface.co/mosaicml/mpt-30b
garage-bAInd/Platypus2-7B,56.13,55.2,78.8,49.8,40.6,10,https://huggingface.co/garage-bAInd/Platypus2-7B
llama-13b,56.08,56.2,80.9,47.7,39.5,18.57142857,
dvruette/oasst-llama-13b-1000-steps,56.07,58.1,81.5,48.6,36,18.57142857,https://huggingface.co/dvruette/oasst-llama-13b-1000-steps
jordiclive/gpt4all-alpaca-oa-codealpaca-lora-13b,56.06,56.1,80.9,47.7,39.5,18.57142857,https://huggingface.co/jordiclive/gpt4all-alpaca-oa-codealpaca-lora-13b
huggyllama/llama-13b,56.04,56.1,80.9,47.6,39.5,18.57142857,https://huggingface.co/huggyllama/llama-13b
Voicelab/trurl-2-7b,56.03,53.4,75.3,50,45.4,10,https://huggingface.co/Voicelab/trurl-2-7b
TFLai/llama-13b-4bit-alpaca,55.95,55.7,80.9,42.4,44.8,18.57142857,https://huggingface.co/TFLai/llama-13b-4bit-alpaca
gywy/llama2-13b-chinese-v2,55.93,53.9,74.6,49.7,45.4,18.57142857,https://huggingface.co/gywy/llama2-13b-chinese-v2
lmsys/longchat-13b-16k,55.89,53.6,77.7,45.2,47.1,18.57142857,https://huggingface.co/lmsys/longchat-13b-16k
Aspik101/trurl-2-7b-pl-instruct_unload,55.85,53.2,74.6,49.9,45.7,10,https://huggingface.co/Aspik101/trurl-2-7b-pl-instruct_unload
WizardLM/WizardMath-7B-V1.0,55.82,54.1,79.6,46,43.6,10,https://huggingface.co/WizardLM/WizardMath-7B-V1.0
TheTravellingEngineer/llama2-7b-chat-hf-dpo,55.8,53.7,78.8,46.8,44,10,https://huggingface.co/TheTravellingEngineer/llama2-7b-chat-hf-dpo
HuggingFaceH4/starchat-beta,55.78,52.5,80.6,42.8,47.2,0,https://huggingface.co/HuggingFaceH4/starchat-beta
conceptofmind/LLongMA-2-13b-16k,55.64,54.3,79.6,51,37.7,18.57142857,https://huggingface.co/conceptofmind/LLongMA-2-13b-16k
lmsys/vicuna-7b-v1.3,55.62,50.4,76.9,48.1,47,10,https://huggingface.co/lmsys/vicuna-7b-v1.3
conceptofmind/LLongMA-2-13b-16k,55.61,54.3,79.7,50.9,37.7,18.57142857,https://huggingface.co/conceptofmind/LLongMA-2-13b-16k
openchat/opencoderplus,55.57,50.6,78.2,42.7,50.7,0,https://huggingface.co/openchat/opencoderplus
ajibawa-2023/scarlett-7b,55.52,57.2,80.3,36.1,48.5,10,https://huggingface.co/ajibawa-2023/scarlett-7b
psyche/kollama2-7b-v2,55.45,53.3,78.5,43.6,46.4,10,https://huggingface.co/psyche/kollama2-7b-v2
heegyu/LIMA2-7b-hf,55.45,53.2,80.6,43.2,44.7,10,https://huggingface.co/heegyu/LIMA2-7b-hf
abhishek/llama2guanacotest,55.39,51.6,77.6,48.5,43.9,0,https://huggingface.co/abhishek/llama2guanacotest
llama-anon/instruct-13b,55.32,56.1,80.3,47.9,37,18.57142857,https://huggingface.co/llama-anon/instruct-13b
FelixChao/vicuna-7B-physics,55.31,49.5,75.9,46.6,49.3,10,https://huggingface.co/FelixChao/vicuna-7B-physics
Aspik101/Llama-2-7b-hf-instruct-pl-lora_unload,55.31,53.8,78.3,46.8,42.3,10,https://huggingface.co/Aspik101/Llama-2-7b-hf-instruct-pl-lora_unload
shibing624/chinese-alpaca-plus-13b-hf,55.2,53.2,73.5,48.8,45.3,18.57142857,https://huggingface.co/shibing624/chinese-alpaca-plus-13b-hf
davzoku/cria-llama2-7b-v1.3_peft,55.2,51.4,77.4,46.5,45.5,10,https://huggingface.co/davzoku/cria-llama2-7b-v1.3_peft
quantumaikr/llama-2-7b-hf-guanaco-1k,55.15,51.6,76.7,47.4,44.8,10,https://huggingface.co/quantumaikr/llama-2-7b-hf-guanaco-1k
togethercomputer/Llama-2-7B-32K-Instruct,55.15,51.1,78.5,46.1,44.9,10,https://huggingface.co/togethercomputer/Llama-2-7B-32K-Instruct
sia-ai/llama-2-7b-1-percent-open-orca-1000-steps-v0,55.14,51.3,78.8,44.7,45.8,10,https://huggingface.co/sia-ai/llama-2-7b-1-percent-open-orca-1000-steps-v0
TheTravellingEngineer/llama2-7b-hf-guanaco,55.11,52.5,78.8,45.3,43.9,10,https://huggingface.co/TheTravellingEngineer/llama2-7b-hf-guanaco
Lajonbot/Llama-2-7b-chat-hf-instruct-pl-lora_unload,55.05,53,77.5,47.1,42.6,10,https://huggingface.co/Lajonbot/Llama-2-7b-chat-hf-instruct-pl-lora_unload
jondurbin/airoboros-l2-7b-gpt4-1.4.1,55.04,55.1,79.6,45.2,40.3,10,https://huggingface.co/jondurbin/airoboros-l2-7b-gpt4-1.4.1
wahaha1987/llama_7b_sharegpt94k_fastchat,55.04,53.2,76.9,44.6,45.3,10,https://huggingface.co/wahaha1987/llama_7b_sharegpt94k_fastchat
FelixChao/vicuna-7B-chemical,55.01,49.8,74.4,44.1,51.7,10,https://huggingface.co/FelixChao/vicuna-7B-chemical
TinyPixel/llama2-7b-oa,54.97,53.4,78.7,46.7,41.1,10,https://huggingface.co/TinyPixel/llama2-7b-oa
chaoyi-wu/MedLLaMA_13B,54.93,54.3,78.5,46.4,40.5,18.57142857,https://huggingface.co/chaoyi-wu/MedLLaMA_13B
edor/Platypus2-mini-7B,54.93,53.3,78.8,45.6,42,10,https://huggingface.co/edor/Platypus2-mini-7B
RoversX/llama-2-7b-hf-small-shards-Samantha-V1-SFT,54.91,53.2,77.7,43.5,45.3,10,https://huggingface.co/RoversX/llama-2-7b-hf-small-shards-Samantha-V1-SFT
psyche/kollama2-7b,54.72,53.2,78.8,42.3,44.6,10,https://huggingface.co/psyche/kollama2-7b
TheTravellingEngineer/llama2-7b-chat-hf-guanaco,54.66,50.5,76.7,48,43.4,10,https://huggingface.co/TheTravellingEngineer/llama2-7b-chat-hf-guanaco
ehartford/WizardLM-13B-Uncensored,54.57,50.9,76.6,44,46.7,18.57142857,https://huggingface.co/ehartford/WizardLM-13B-Uncensored
wenge-research/yayi-7b-llama2,54.52,54.8,77.9,41.4,44,10,https://huggingface.co/wenge-research/yayi-7b-llama2
georgesung/llama2_7b_chat_uncensored,54.52,53.6,78.7,44.5,41.3,10,https://huggingface.co/georgesung/llama2_7b_chat_uncensored
TinyPixel/llama2-7b-instruct,54.49,53.6,78.8,46.1,39.5,10,https://huggingface.co/TinyPixel/llama2-7b-instruct
quantumaikr/QuantumLM-7B,54.47,50.3,76.1,45.3,46.2,10,https://huggingface.co/quantumaikr/QuantumLM-7B
xzuyn/MedicWizard-7B,54.45,53.5,78.4,44.6,41.3,10,https://huggingface.co/xzuyn/MedicWizard-7B
wenge-research/yayi-7b-llama2,54.45,55,77.8,40.9,44,10,https://huggingface.co/wenge-research/yayi-7b-llama2
ziqingyang/chinese-alpaca-2-7b,54.33,49.6,72.6,46.5,48.6,10,https://huggingface.co/ziqingyang/chinese-alpaca-2-7b
TehVenom/Pygmalion-Vicuna-1.1-7b,54.32,52.8,78.7,43.6,42.2,10,https://huggingface.co/TehVenom/Pygmalion-Vicuna-1.1-7b
meta-llama/Llama-2-7b-hf,54.32,53.1,78.6,46.9,38.8,10,https://huggingface.co/meta-llama/Llama-2-7b-hf
TheTravellingEngineer/llama2-7b-chat-hf-v2,54.3,53.1,78.6,46.8,38.8,10,https://huggingface.co/TheTravellingEngineer/llama2-7b-chat-hf-v2
TheTravellingEngineer/llama2-7b-chat-hf-v4,54.3,53.1,78.6,46.8,38.8,10,https://huggingface.co/TheTravellingEngineer/llama2-7b-chat-hf-v4
ToolBench/ToolLLaMA-7b-LoRA,54.28,53,78.6,46.9,38.7,10,https://huggingface.co/ToolBench/ToolLLaMA-7b-LoRA
Monero/WizardLM-13b-OpenAssistant-Uncensored,54.28,48.6,76,43.2,49.4,18.57142857,https://huggingface.co/Monero/WizardLM-13b-OpenAssistant-Uncensored
TheTravellingEngineer/llama2-7b-chat-hf-v4,54.28,53.4,78.6,46.4,38.7,10,https://huggingface.co/TheTravellingEngineer/llama2-7b-chat-hf-v4
TheTravellingEngineer/llama2-7b-chat-hf-v2,54.28,53.4,78.6,46.4,38.7,10,https://huggingface.co/TheTravellingEngineer/llama2-7b-chat-hf-v2
mrm8488/llama-2-coder-7b,54.27,54,78.4,46.2,38.5,10,https://huggingface.co/mrm8488/llama-2-coder-7b
clibrain/Llama-2-7b-ft-instruct-es,54.23,53.7,77.8,46.6,38.8,10,https://huggingface.co/clibrain/Llama-2-7b-ft-instruct-es
medalpaca/medalpaca-7b,54.11,54.1,80.4,41.5,40.5,10,https://huggingface.co/medalpaca/medalpaca-7b
TheBloke/tulu-7B-fp16,54.11,50.2,77,47.6,41.6,10,https://huggingface.co/TheBloke/tulu-7B-fp16
OpenBuddy/openbuddy-openllama-13b-v7-fp16,54.08,47.6,72.2,47.7,48.7,18.57142857,https://huggingface.co/OpenBuddy/openbuddy-openllama-13b-v7-fp16
TaylorAI/FLAN-Llama-7B-2_Llama2-7B-Flash_868_full_model,54.07,52.5,79.1,47.6,37.1,10,https://huggingface.co/TaylorAI/FLAN-Llama-7B-2_Llama2-7B-Flash_868_full_model
Aspik101/vicuna-7b-v1.3-instruct-pl-lora_unload,54.03,48,76.3,47.4,44.4,10,https://huggingface.co/Aspik101/vicuna-7b-v1.3-instruct-pl-lora_unload
jondurbin/airoboros-l2-7b-gpt4-2.0,53.99,52.9,78.5,45.1,39.4,10,https://huggingface.co/jondurbin/airoboros-l2-7b-gpt4-2.0
GOAT-AI/GOAT-7B-Community,53.87,48.8,74.6,49.6,42.5,10,https://huggingface.co/GOAT-AI/GOAT-7B-Community
AtomEchoAI/AtomGPT_56k,53.87,53.2,76.7,45.3,40.3,0,https://huggingface.co/AtomEchoAI/AtomGPT_56k
julianweng/Llama-2-7b-chat-orcah,53.84,45.4,76.6,48.1,45.2,10,https://huggingface.co/julianweng/Llama-2-7b-chat-orcah
TehVenom/Pygmalion-13b-Merged,53.83,56.5,80,42.9,35.9,18.57142857,https://huggingface.co/TehVenom/Pygmalion-13b-Merged
jondurbin/airoboros-7b-gpt4-1.1,53.81,54.6,80.2,39.2,41.2,10,https://huggingface.co/jondurbin/airoboros-7b-gpt4-1.1
bofenghuang/vigogne-7b-chat,53.71,52.5,78.4,39.5,44.5,10,https://huggingface.co/bofenghuang/vigogne-7b-chat
lmsys/longchat-7b-v1.5-32k,53.56,51.7,75,43.2,44.4,10,https://huggingface.co/lmsys/longchat-7b-v1.5-32k
jondurbin/airoboros-l2-7b-gpt4-m2.0,53.52,50.5,76.9,45.4,41.3,10,https://huggingface.co/jondurbin/airoboros-l2-7b-gpt4-m2.0
jondurbin/airoboros-7b-gpt4-1.4,53.48,53.9,80.3,38.6,41,10,https://huggingface.co/jondurbin/airoboros-7b-gpt4-1.4
yihan6324/instructmining-platypus-15k,53.4,54.4,80,37.4,41.8,0,https://huggingface.co/yihan6324/instructmining-platypus-15k
TheTravellingEngineer/llama2-7b-chat-hf-v3,53.32,52.2,76.8,45.9,38.4,10,https://huggingface.co/TheTravellingEngineer/llama2-7b-chat-hf-v3
quantumaikr/KoreanLM-hf,53.29,51.4,76.8,40.6,44.3,0,https://huggingface.co/quantumaikr/KoreanLM-hf
openthaigpt/openthaigpt-1.0.0-alpha-7b-chat-ckpt-hf,53.25,50.8,74.9,40,47.2,10,https://huggingface.co/openthaigpt/openthaigpt-1.0.0-alpha-7b-chat-ckpt-hf
LLMs/AlpacaGPT4-7B-elina,53.21,55,78.8,37.5,41.5,10,https://huggingface.co/LLMs/AlpacaGPT4-7B-elina
ehartford/Wizard-Vicuna-7B-Uncensored,53.21,53.4,78.8,37.1,43.5,10,https://huggingface.co/ehartford/Wizard-Vicuna-7B-Uncensored
TheBloke/Wizard-Vicuna-7B-Uncensored-HF,53.21,53.4,78.8,37.1,43.5,10,https://huggingface.co/TheBloke/Wizard-Vicuna-7B-Uncensored-HF
TheTravellingEngineer/llama2-7b-chat-hf-v3,53.08,52,76.7,45.4,38.3,10,https://huggingface.co/TheTravellingEngineer/llama2-7b-chat-hf-v3
