Model,Average,ARC(25-shot),HellaSwag(10-shot),MMLU(5-shot),TruthfulQA(0-shot),Parameters,URL
TehVenom/Dolly_Shygmalion-6b,42.97,41.9,68.5,27.6,33.9,8.571428571428571,https://huggingface.co/TehVenom/Dolly_Shygmalion-6b
digitous/Janin-GPTJ,42.95,40.9,67.3,27.4,36.2,0.0,https://huggingface.co/digitous/Janin-GPTJ
TehVenom/GPT-J-Pyg_PPO-6B-Dev-V8p4,42.94,40.2,66.4,30.4,34.8,8.571428571428571,https://huggingface.co/TehVenom/GPT-J-Pyg_PPO-6B-Dev-V8p4
KoboldAI/GPT-J-6B-Shinen,42.89,39.8,67.1,27.7,36.9,8.571428571428571,https://huggingface.co/KoboldAI/GPT-J-6B-Shinen
EleutherAI/gpt-j-6b,42.88,41.4,67.6,26.6,36.0,8.571428571428571,https://huggingface.co/EleutherAI/gpt-j-6b
TehVenom/Dolly_Malion-6b,42.86,42.8,68.4,27.1,33.0,8.571428571428571,https://huggingface.co/TehVenom/Dolly_Malion-6b
TehVenom/ChanMalion,42.83,41.9,68.2,27.3,33.9,0.0,https://huggingface.co/TehVenom/ChanMalion
Salesforce/codegen-6B-nl,42.83,42.3,68.6,25.9,34.5,8.571428571428571,https://huggingface.co/Salesforce/codegen-6B-nl
Fredithefish/RedPajama-INCITE-Chat-3B-Instruction-Tuning-with-GPT-4,42.81,41.6,66.2,27.3,36.1,4.285714285714286,https://huggingface.co/Fredithefish/RedPajama-INCITE-Chat-3B-Instruction-Tuning-with-GPT-4
KoboldAI/GPT-J-6B-Janeway,42.79,40.9,67.1,27.4,35.7,8.571428571428571,https://huggingface.co/KoboldAI/GPT-J-6B-Janeway
togethercomputer/RedPajama-INCITE-Chat-3B-v1,42.78,42.8,67.6,26.2,34.4,4.285714285714286,https://huggingface.co/togethercomputer/RedPajama-INCITE-Chat-3B-v1
togethercomputer/Pythia-Chat-Base-7B,42.69,40.0,68.7,27.4,34.6,10.0,https://huggingface.co/togethercomputer/Pythia-Chat-Base-7B
heegyu/RedTulu-Uncensored-3B-0719,42.63,40.0,62.6,30.4,37.6,4.285714285714286,https://huggingface.co/heegyu/RedTulu-Uncensored-3B-0719
KoboldAI/PPO_Pygway-6b-Mix,42.62,41.8,67.8,28.4,32.5,8.571428571428571,https://huggingface.co/KoboldAI/PPO_Pygway-6b-Mix
KoboldAI/OPT-13B-Erebus,42.59,40.0,70.1,25.3,34.9,18.571428571428573,https://huggingface.co/KoboldAI/OPT-13B-Erebus
KoboldAI/fairseq-dense-6.7B,42.58,39.4,71.3,26.9,32.7,9.571428571428571,https://huggingface.co/KoboldAI/fairseq-dense-6.7B
EleutherAI/pythia-12b-deduped,42.57,41.4,70.3,25.6,33.0,17.142857142857142,https://huggingface.co/EleutherAI/pythia-12b-deduped
pszemraj/pythia-6.9b-HC3,42.57,36.5,61.8,26.9,45.0,9.857142857142858,https://huggingface.co/pszemraj/pythia-6.9b-HC3
facebook/opt-13b,42.53,39.9,71.2,24.9,34.1,18.571428571428573,https://huggingface.co/facebook/opt-13b
TehVenom/GPT-J-Pyg_PPO-6B,42.51,42.1,67.5,28.5,32.0,8.571428571428571,https://huggingface.co/TehVenom/GPT-J-Pyg_PPO-6B
EleutherAI/pythia-6.9b-deduped,42.51,41.3,67.0,26.5,35.2,9.857142857142858,https://huggingface.co/EleutherAI/pythia-6.9b-deduped
acrastt/RedPajama-INCITE-Chat-Instruct-3B-V1,42.42,42.6,67.5,26.0,33.6,4.285714285714286,https://huggingface.co/acrastt/RedPajama-INCITE-Chat-Instruct-3B-V1
Fredithefish/ScarletPajama-3B-HF,42.38,39.8,64.9,27.3,37.6,4.285714285714286,https://huggingface.co/Fredithefish/ScarletPajama-3B-HF
KoboldAI/OPT-13B-Nerybus-Mix,42.34,39.8,70.6,24.9,34.0,18.571428571428573,https://huggingface.co/KoboldAI/OPT-13B-Nerybus-Mix
klosax/open_llama_7b_400bt_preview,42.27,39.5,65.9,27.6,36.0,10.0,https://huggingface.co/klosax/open_llama_7b_400bt_preview
KoboldAI/OPT-13B-Nerys-v2,42.27,39.7,70.5,25.4,33.5,18.571428571428573,https://huggingface.co/KoboldAI/OPT-13B-Nerys-v2
Andron00e/YetAnother_Open-Llama-3B-LoRA-OpenOrca,42.26,38.9,67.6,27.2,35.3,4.285714285714286,https://huggingface.co/Andron00e/YetAnother_Open-Llama-3B-LoRA-OpenOrca
TehVenom/PPO_Shygmalion-6b,42.23,40.3,66.9,27.5,34.2,8.571428571428571,https://huggingface.co/TehVenom/PPO_Shygmalion-6b
togethercomputer/RedPajama-INCITE-Instruct-3B-v1,42.12,41.6,65.5,25.0,36.4,4.285714285714286,https://huggingface.co/togethercomputer/RedPajama-INCITE-Instruct-3B-v1
bigscience/bloom-7b1,42.07,41.1,62.0,26.2,38.9,10.0,https://huggingface.co/bigscience/bloom-7b1
hakurei/instruct-12b,42.02,42.6,66.8,26.8,32.0,17.142857142857142,https://huggingface.co/hakurei/instruct-12b
CobraMamba/mamba-gpt-3b,41.99,40.5,64.9,25.4,37.1,4.285714285714286,https://huggingface.co/CobraMamba/mamba-gpt-3b
h2oai/h2ogpt-oig-oasst1-512-6_9b,41.9,40.4,65.6,24.9,36.7,12.857142857142856,https://huggingface.co/h2oai/h2ogpt-oig-oasst1-512-6_9b
KoboldAI/OPT-6.7B-Erebus,41.88,39.2,68.7,24.6,35.1,9.571428571428571,https://huggingface.co/KoboldAI/OPT-6.7B-Erebus
facebook/opt-6.7b,41.88,39.2,68.7,24.6,35.1,9.571428571428571,https://huggingface.co/facebook/opt-6.7b
KoboldAI/OPT-6.7B-Nerybus-Mix,41.78,39.2,68.6,24.5,34.8,9.571428571428571,https://huggingface.co/KoboldAI/OPT-6.7B-Nerybus-Mix
health360/Healix-3B,41.77,37.7,65.9,26.0,37.4,4.285714285714286,https://huggingface.co/health360/Healix-3B
EleutherAI/pythia-12b,41.76,39.6,68.8,26.8,31.8,17.142857142857142,https://huggingface.co/EleutherAI/pythia-12b
Fredithefish/RedPajama-INCITE-Chat-3B-ShareGPT-11K,41.75,40.6,64.8,26.1,35.4,4.285714285714286,https://huggingface.co/Fredithefish/RedPajama-INCITE-Chat-3B-ShareGPT-11K
h2oai/h2ogpt-oig-oasst1-256-6_9b,41.69,39.9,65.4,26.4,35.0,12.857142857142856,https://huggingface.co/h2oai/h2ogpt-oig-oasst1-256-6_9b
ikala/bloom-zh-3b-chat,41.6,38.8,54.7,31.6,41.2,4.285714285714286,https://huggingface.co/ikala/bloom-zh-3b-chat
anhnv125/pygmalion-6b-roleplay,41.57,40.5,67.5,25.7,32.5,8.571428571428571,https://huggingface.co/anhnv125/pygmalion-6b-roleplay
TehVenom/DiffMerge_Pygmalion_Main-onto-V8P4,41.56,40.5,67.5,25.7,32.6,0.0,https://huggingface.co/TehVenom/DiffMerge_Pygmalion_Main-onto-V8P4
KoboldAI/OPT-6B-nerys-v2,41.51,38.4,68.6,24.3,34.7,8.571428571428571,https://huggingface.co/KoboldAI/OPT-6B-nerys-v2
Lazycuber/pyg-instruct-wizardlm,41.48,41.0,66.7,26.3,31.9,0.0,https://huggingface.co/Lazycuber/pyg-instruct-wizardlm
KoboldAI/OPT-30B-Erebus,41.46,36.7,65.6,24.8,38.8,42.857142857142854,https://huggingface.co/KoboldAI/OPT-30B-Erebus
Fredithefish/CrimsonPajama,41.35,40.2,65.5,26.0,33.8,0.0,https://huggingface.co/Fredithefish/CrimsonPajama
togethercomputer/RedPajama-INCITE-Base-3B-v1,41.3,40.2,64.8,27.0,33.2,4.285714285714286,https://huggingface.co/togethercomputer/RedPajama-INCITE-Base-3B-v1
bigscience/bloomz-3b,41.27,36.9,55.0,32.9,40.3,4.285714285714286,https://huggingface.co/bigscience/bloomz-3b
openlm-research/open_llama_3b,41.1,39.8,62.6,26.9,35.0,4.285714285714286,https://huggingface.co/openlm-research/open_llama_3b
ewof/koishi-instruct-3b,40.93,41.0,64.5,26.6,31.6,4.285714285714286,https://huggingface.co/ewof/koishi-instruct-3b
databricks/dolly-v2-3b,40.86,39.6,65.0,25.0,33.8,4.285714285714286,https://huggingface.co/databricks/dolly-v2-3b
cerebras/Cerebras-GPT-13B,40.81,38.1,60.0,25.9,39.2,18.571428571428573,https://huggingface.co/cerebras/Cerebras-GPT-13B
EleutherAI/pythia-6.7b,40.65,40.1,65.0,24.6,32.8,9.571428571428571,https://huggingface.co/EleutherAI/pythia-6.7b
aisquared/chopt-2_7b,40.63,36.0,63.4,25.4,37.7,10.0,https://huggingface.co/aisquared/chopt-2_7b
PSanni/Deer-3b,40.38,38.5,57.4,25.6,40.0,4.285714285714286,https://huggingface.co/PSanni/Deer-3b
KoboldAI/fairseq-dense-2.7B,40.13,33.8,65.7,26.4,34.6,3.8571428571428568,https://huggingface.co/KoboldAI/fairseq-dense-2.7B
h2oai/h2ogpt-gm-oasst1-en-2048-open-llama-7b-preview-300bt-v2,40.11,36.4,61.4,25.0,37.6,10.0,https://huggingface.co/h2oai/h2ogpt-gm-oasst1-en-2048-open-llama-7b-preview-300bt-v2
openlm-research/open_llama_7b_700bt_preview,40.02,35.1,61.8,25.4,37.8,10.0,https://huggingface.co/openlm-research/open_llama_7b_700bt_preview
NbAiLab/nb-gpt-j-6B-alpaca,39.96,36.9,57.5,27.5,38.0,8.571428571428571,https://huggingface.co/NbAiLab/nb-gpt-j-6B-alpaca
KoboldAI/OPT-2.7B-Erebus,39.95,34.4,60.9,26.7,37.8,3.8571428571428568,https://huggingface.co/KoboldAI/OPT-2.7B-Erebus
Writer/camel-5b-hf,39.87,35.2,57.6,26.1,40.6,7.142857142857142,https://huggingface.co/Writer/camel-5b-hf
EleutherAI/pythia-2.7b,39.84,37.4,60.7,25.9,35.4,3.8571428571428568,https://huggingface.co/EleutherAI/pythia-2.7b
facebook/xglm-7.5B,39.84,34.1,60.8,27.8,36.7,10.714285714285714,https://huggingface.co/facebook/xglm-7.5B
EleutherAI/pythia-2.8b-deduped,39.82,36.3,60.7,26.8,35.6,4.0,https://huggingface.co/EleutherAI/pythia-2.8b-deduped
klosax/openllama-3b-350bt,39.8,36.5,60.9,26.8,35.0,4.285714285714286,https://huggingface.co/klosax/openllama-3b-350bt
klosax/open_llama_3b_350bt_preview,39.8,36.5,60.9,26.8,35.0,4.285714285714286,https://huggingface.co/klosax/open_llama_3b_350bt_preview
KoboldAI/OPT-2.7B-Nerybus-Mix,39.77,33.7,61.2,26.6,37.6,3.8571428571428568,https://huggingface.co/KoboldAI/OPT-2.7B-Nerybus-Mix
KoboldAI/GPT-J-6B-Adventure,39.72,37.1,61.3,25.9,34.6,8.571428571428571,https://huggingface.co/KoboldAI/GPT-J-6B-Adventure
cerebras/Cerebras-GPT-6.7B,39.6,35.1,59.4,25.9,38.0,9.571428571428571,https://huggingface.co/cerebras/Cerebras-GPT-6.7B
facebook/opt-2.7b,39.56,34.0,61.4,25.4,37.4,3.8571428571428568,https://huggingface.co/facebook/opt-2.7b
KoboldAI/OPT-2.7B-Nerys-v2,39.54,33.3,61.2,26.4,37.2,3.8571428571428568,https://huggingface.co/KoboldAI/OPT-2.7B-Nerys-v2
bigscience/bloom-3b,39.32,35.8,54.4,26.6,40.6,4.285714285714286,https://huggingface.co/bigscience/bloom-3b
Azure99/blossom-v2-3b,39.13,35.3,54.1,24.0,43.1,4.285714285714286,https://huggingface.co/Azure99/blossom-v2-3b
bhenrym14/airoboros-33b-gpt4-1.4.1-PI-8192-fp16,38.98,32.0,53.9,31.4,38.6,47.14285714285714,https://huggingface.co/bhenrym14/airoboros-33b-gpt4-1.4.1-PI-8192-fp16
EleutherAI/gpt-neo-2.7B,38.96,33.4,56.2,26.4,39.8,3.8571428571428568,https://huggingface.co/EleutherAI/gpt-neo-2.7B
danielhanchen/open_llama_3b_600bt_preview,38.9,36.9,60.0,26.0,32.8,4.285714285714286,https://huggingface.co/danielhanchen/open_llama_3b_600bt_preview
HuggingFaceH4/starchat-alpha,38.85,31.6,49.4,30.8,43.7,0.0,https://huggingface.co/HuggingFaceH4/starchat-alpha
pythainlp/wangchanglm-7.5B-sft-en-sharded,38.7,34.5,59.8,26.4,34.2,10.714285714285714,https://huggingface.co/pythainlp/wangchanglm-7.5B-sft-en-sharded
beaugogh/pythia-1.4b-deduped-sharegpt,38.65,34.3,54.5,24.0,41.8,2.0,https://huggingface.co/beaugogh/pythia-1.4b-deduped-sharegpt
OpenAssistant/stablelm-7b-sft-v7-epoch-3,38.46,36.0,55.8,25.0,37.0,10.0,https://huggingface.co/OpenAssistant/stablelm-7b-sft-v7-epoch-3
aisquared/chopt-1_3b,38.41,31.5,56.6,25.4,40.2,4.285714285714286,https://huggingface.co/aisquared/chopt-1_3b
PygmalionAI/metharme-1.3b,38.27,34.4,55.9,25.1,37.7,1.8571428571428572,https://huggingface.co/PygmalionAI/metharme-1.3b
Linly-AI/Chinese-LLaMA-2-13B-hf,38.22,33.6,39.6,34.0,45.7,18.571428571428573,https://huggingface.co/Linly-AI/Chinese-LLaMA-2-13B-hf
pythainlp/wangchanglm-7.5B-sft-enth,38.05,33.8,59.0,24.5,34.9,10.714285714285714,https://huggingface.co/pythainlp/wangchanglm-7.5B-sft-enth
MBZUAI/LaMini-GPT-1.5B,38.04,31.4,48.4,29.9,42.5,2.142857142857143,https://huggingface.co/MBZUAI/LaMini-GPT-1.5B
Writer/palmyra-base,38.01,31.9,55.4,27.2,37.6,0.0,https://huggingface.co/Writer/palmyra-base
KoboldAI/fairseq-dense-1.3B,37.99,31.1,58.4,25.0,37.4,1.8571428571428572,https://huggingface.co/KoboldAI/fairseq-dense-1.3B
EleutherAI/pythia-1.4b-deduped,37.96,32.7,55.0,25.6,38.7,2.0,https://huggingface.co/EleutherAI/pythia-1.4b-deduped
MBZUAI/lamini-neo-1.3b,37.93,32.8,49.1,28.8,41.0,1.8571428571428572,https://huggingface.co/MBZUAI/lamini-neo-1.3b
h2oai/h2ogpt-gm-oasst1-en-2048-open-llama-7b-preview-300bt,37.75,34.0,50.5,24.7,41.8,10.0,https://huggingface.co/h2oai/h2ogpt-gm-oasst1-en-2048-open-llama-7b-preview-300bt
sartmis1/starcoder-finetune-openapi,37.72,30.6,48.1,30.4,41.8,0.0,https://huggingface.co/sartmis1/starcoder-finetune-openapi
MayaPH/opt-flan-iml-6.7b,37.7,30.1,58.8,25.1,36.7,9.571428571428571,https://huggingface.co/MayaPH/opt-flan-iml-6.7b
facebook/xglm-4.5B,37.68,31.5,58.0,25.4,35.8,6.428571428571428,https://huggingface.co/facebook/xglm-4.5B
WizardLM/WizardCoder-15B-V1.0,37.63,32.3,47.2,29.4,41.6,21.428571428571427,https://huggingface.co/WizardLM/WizardCoder-15B-V1.0
stabilityai/stablelm-tuned-alpha-7b,37.57,31.9,53.6,24.4,40.4,10.0,https://huggingface.co/stabilityai/stablelm-tuned-alpha-7b
aisquared/dlite-v2-1_5b,37.57,32.6,54.0,24.9,38.8,7.142857142857142,https://huggingface.co/aisquared/dlite-v2-1_5b
stabilityai/stablelm-base-alpha-7b,37.54,32.0,51.8,26.2,40.2,10.0,https://huggingface.co/stabilityai/stablelm-base-alpha-7b
sartmis1/starcoder-finetune-selfinstruct,37.51,31.2,47.7,29.5,41.6,0.0,https://huggingface.co/sartmis1/starcoder-finetune-selfinstruct
bigcode/starcoder,37.38,30.3,48.0,30.0,41.3,0.0,https://huggingface.co/bigcode/starcoder
open-llm-leaderboard/bloomz-1b7-4bit-alpaca-auto-eval-adapter-applied,37.34,29.1,47.4,31.8,41.1,1.4285714285714286,https://huggingface.co/open-llm-leaderboard/bloomz-1b7-4bit-alpaca-auto-eval-adapter-applied
GeorgiaTechResearchInstitute/starcoder-gpteacher-code-instruct,37.33,32.7,47.6,28.6,40.4,0.0,https://huggingface.co/GeorgiaTechResearchInstitute/starcoder-gpteacher-code-instruct
LoupGarou/WizardCoder-Guanaco-15B-V1.0,37.31,30.5,45.6,26.8,46.4,21.428571428571427,https://huggingface.co/LoupGarou/WizardCoder-Guanaco-15B-V1.0
golaxy/gogpt-3b-bloom,37.3,31.9,50.3,25.2,41.8,4.285714285714286,https://huggingface.co/golaxy/gogpt-3b-bloom
EleutherAI/pythia-1.3b,37.09,31.1,51.4,26.6,39.2,1.8571428571428572,https://huggingface.co/EleutherAI/pythia-1.3b
hakurei/lotus-12B,37.02,30.7,52.7,24.6,40.1,17.142857142857142,https://huggingface.co/hakurei/lotus-12B
NYTK/PULI-GPTrio,36.99,30.7,53.5,24.7,39.0,0.0,https://huggingface.co/NYTK/PULI-GPTrio
PygmalionAI/pygmalion-2.7b,36.84,32.8,54.1,23.3,37.2,3.8571428571428568,https://huggingface.co/PygmalionAI/pygmalion-2.7b
bigscience/bloom-1b7,36.75,30.6,47.6,27.5,41.3,1.4285714285714286,https://huggingface.co/bigscience/bloom-1b7
gpt2-xl,36.66,30.3,51.4,26.4,38.5,0.0,
LoupGarou/WizardCoder-Guanaco-15B-V1.1,36.56,32.6,45.4,25.9,42.3,21.428571428571427,https://huggingface.co/LoupGarou/WizardCoder-Guanaco-15B-V1.1
rinna/bilingual-gpt-neox-4b-8k,36.34,28.6,43.9,25.4,47.5,5.714285714285714,https://huggingface.co/rinna/bilingual-gpt-neox-4b-8k
lxe/Cerebras-GPT-2.7B-Alpaca-SP,36.26,30.8,48.9,25.1,40.2,3.8571428571428568,https://huggingface.co/lxe/Cerebras-GPT-2.7B-Alpaca-SP
cerebras/Cerebras-GPT-2.7B,36.23,29.1,49.3,25.2,41.4,3.8571428571428568,https://huggingface.co/cerebras/Cerebras-GPT-2.7B
jzjiao/opt-1.3b-rlhf,36.13,28.9,52.8,25.4,37.4,1.8571428571428572,https://huggingface.co/jzjiao/opt-1.3b-rlhf
EleutherAI/gpt-neo-1.3B,36.04,31.2,48.5,24.8,39.6,1.8571428571428572,https://huggingface.co/EleutherAI/gpt-neo-1.3B
aisquared/dlite-v1-1_5b,36.01,31.7,49.7,25.6,37.1,7.142857142857142,https://huggingface.co/aisquared/dlite-v1-1_5b
Corianas/Quokka_2.7b,35.93,31.1,47.7,24.8,40.1,3.8571428571428568,https://huggingface.co/Corianas/Quokka_2.7b
MrNJK/gpt2-xl-sft,35.89,30.0,49.2,25.6,38.8,0.0,https://huggingface.co/MrNJK/gpt2-xl-sft
aisquared/dlite-v2-774m,35.79,30.1,47.7,25.4,40.0,1.1057142857142856,https://huggingface.co/aisquared/dlite-v2-774m
EleutherAI/pythia-1b-deduped,35.49,29.1,49.6,24.3,38.9,1.4285714285714286,https://huggingface.co/EleutherAI/pythia-1b-deduped
rinna/bilingual-gpt-neox-4b,35.25,29.2,43.7,23.1,45.0,5.714285714285714,https://huggingface.co/rinna/bilingual-gpt-neox-4b
shaohang/SparseOPT-1.3B,35.13,27.1,48.7,25.6,39.1,1.8571428571428572,https://huggingface.co/shaohang/SparseOPT-1.3B
shaohang/Sparse0.5_OPT-1.3,35.13,27.1,48.7,25.6,39.1,0.0,https://huggingface.co/shaohang/Sparse0.5_OPT-1.3
EleutherAI/polyglot-ko-12.8b,35.01,27.0,51.7,26.6,34.7,18.285714285714285,https://huggingface.co/EleutherAI/polyglot-ko-12.8b
Salesforce/codegen-6B-multi,34.92,27.2,41.1,25.7,45.6,8.571428571428571,https://huggingface.co/Salesforce/codegen-6B-multi
bigscience/bloom-1b1,34.9,28.3,42.8,26.7,41.8,1.4285714285714286,https://huggingface.co/bigscience/bloom-1b1
FabbriSimo01/Bloom_1b_Quantized,34.67,27.7,42.8,26.3,41.8,1.4285714285714286,https://huggingface.co/FabbriSimo01/Bloom_1b_Quantized
nicholasKluge/Aira-Instruct-1B5,34.52,28.8,42.6,26.5,40.1,1.4285714285714286,https://huggingface.co/nicholasKluge/Aira-Instruct-1B5
MBZUAI/LaMini-GPT-774M,34.5,27.6,43.8,26.3,40.3,1.1057142857142856,https://huggingface.co/MBZUAI/LaMini-GPT-774M
stabilityai/stablelm-tuned-alpha-3b,34.32,27.8,44.1,23.1,42.3,4.285714285714286,https://huggingface.co/stabilityai/stablelm-tuned-alpha-3b
nicholasKluge/Aira-Instruct-774M,34.22,28.2,41.1,24.9,42.7,1.1057142857142856,https://huggingface.co/nicholasKluge/Aira-Instruct-774M
PygmalionAI/pygmalion-1.3b,34.2,28.1,47.0,24.1,37.6,1.8571428571428572,https://huggingface.co/PygmalionAI/pygmalion-1.3b
KoboldAI/fairseq-dense-355M,34.15,25.4,46.7,25.3,39.2,0.5071428571428571,https://huggingface.co/KoboldAI/fairseq-dense-355M
Rachneet/gpt2-xl-alpaca,34.09,26.8,43.8,26.3,39.4,0.0,https://huggingface.co/Rachneet/gpt2-xl-alpaca
gpt2-large,34.08,25.9,45.6,26.1,38.7,0.0,
nicholasKluge/Aira-Instruct-355M,33.77,28.7,39.2,26.1,41.1,0.5071428571428571,https://huggingface.co/nicholasKluge/Aira-Instruct-355M
stabilityai/stablelm-base-alpha-3b,33.66,26.4,42.2,25.4,40.5,4.285714285714286,https://huggingface.co/stabilityai/stablelm-base-alpha-3b
gpt2-medium,33.64,27.0,40.2,26.6,40.8,0.0,
aisquared/dlite-v1-774m,33.61,28.1,44.4,25.9,36.1,1.1057142857142856,https://huggingface.co/aisquared/dlite-v1-774m
aisquared/dlite-v2-355m,33.6,28.3,40.5,26.8,38.8,0.5071428571428571,https://huggingface.co/aisquared/dlite-v2-355m
YeungNLP/firefly-bloom-2b6-v2,33.6,27.6,39.2,25.2,42.3,2.857142857142857,https://huggingface.co/YeungNLP/firefly-bloom-2b6-v2
KnutJaegersberg/gpt-2-xl-EvolInstruct,33.57,27.4,38.5,25.7,42.8,0.0,https://huggingface.co/KnutJaegersberg/gpt-2-xl-EvolInstruct
KnutJaegersberg/galactica-orca-wizardlm-1.3b,33.53,30.9,36.0,25.9,41.3,1.8571428571428572,https://huggingface.co/KnutJaegersberg/galactica-orca-wizardlm-1.3b
cerebras/Cerebras-GPT-1.3B,33.53,26.3,38.5,26.6,42.7,1.8571428571428572,https://huggingface.co/cerebras/Cerebras-GPT-1.3B
EleutherAI/pythia-410m-deduped,33.26,24.8,41.3,26.0,41.0,0.5857142857142856,https://huggingface.co/EleutherAI/pythia-410m-deduped
TheBloke/GPlatty-30B-SuperHOT-8K-fp16,33.25,28.3,33.5,24.9,46.3,42.857142857142854,https://huggingface.co/TheBloke/GPlatty-30B-SuperHOT-8K-fp16
Corianas/Quokka_1.3b,33.11,27.7,37.9,26.7,40.1,1.8571428571428572,https://huggingface.co/Corianas/Quokka_1.3b
TheTravellingEngineer/bloom-560m-RLHF-v2,32.89,26.4,37.7,24.0,43.5,0.8,https://huggingface.co/TheTravellingEngineer/bloom-560m-RLHF-v2
xhyi/PT_GPTNEO350_ATG,32.71,25.4,37.6,24.8,43.0,0.0,https://huggingface.co/xhyi/PT_GPTNEO350_ATG
bigscience/bloomz-560m,32.66,23.6,36.3,25.1,45.7,0.8,https://huggingface.co/bigscience/bloomz-560m
TheBloke/Vicuna-33B-1-3-SuperHOT-8K-fp16,32.65,25.4,34.6,23.6,46.9,47.14285714285714,https://huggingface.co/TheBloke/Vicuna-33B-1-3-SuperHOT-8K-fp16
aisquared/dlite-v1-355m,32.61,27.1,39.1,27.1,37.1,0.5071428571428571,https://huggingface.co/aisquared/dlite-v1-355m
lmsys/vicuna-7b-delta-v1.1,32.59,28.7,26.0,27.0,48.6,10.0,https://huggingface.co/lmsys/vicuna-7b-delta-v1.1
TheBloke/Wizard-Vicuna-30B-Superhot-8K-fp16,32.52,26.2,33.0,23.5,47.5,42.857142857142854,https://huggingface.co/TheBloke/Wizard-Vicuna-30B-Superhot-8K-fp16
TheTravellingEngineer/bloom-1b1-RLHF,32.48,28.0,26.2,26.9,48.9,1.4285714285714286,https://huggingface.co/TheTravellingEngineer/bloom-1b1-RLHF
MBZUAI/lamini-cerebras-1.3b,32.43,26.9,38.0,28.4,36.4,1.8571428571428572,https://huggingface.co/MBZUAI/lamini-cerebras-1.3b
IDEA-CCNL/Ziya-LLaMA-13B-Pretrain-v1,32.4,28.0,26.0,27.0,48.6,18.571428571428573,https://huggingface.co/IDEA-CCNL/Ziya-LLaMA-13B-Pretrain-v1
quantumaikr/open_llama_7b_hf,32.37,26.4,27.0,26.5,49.5,10.0,https://huggingface.co/quantumaikr/open_llama_7b_hf
IDEA-CCNL/Ziya-LLaMA-13B-v1,32.34,27.7,26.0,27.0,48.6,18.571428571428573,https://huggingface.co/IDEA-CCNL/Ziya-LLaMA-13B-v1
MayaPH/GodziLLa-30B-instruct,32.31,29.0,26.5,24.9,48.8,42.857142857142854,https://huggingface.co/MayaPH/GodziLLa-30B-instruct
TheBloke/CAMEL-33B-Combined-Data-SuperHOT-8K-fp16,32.31,25.8,31.6,23.7,48.1,47.14285714285714,https://huggingface.co/TheBloke/CAMEL-33B-Combined-Data-SuperHOT-8K-fp16
BreadAi/PM_modelV2,32.26,25.1,26.4,26.1,51.4,0.0,https://huggingface.co/BreadAi/PM_modelV2
TehVenom/DiffMerge-DollyGPT-Pygmalion,32.22,23.6,34.4,24.4,46.5,0.0,https://huggingface.co/TehVenom/DiffMerge-DollyGPT-Pygmalion
PygmalionAI/pygmalion-350m,32.22,25.0,37.8,25.7,40.4,0.5,https://huggingface.co/PygmalionAI/pygmalion-350m
MayaPH/GodziLLa-30B-plus,32.18,28.9,26.4,24.6,48.8,42.857142857142854,https://huggingface.co/MayaPH/GodziLLa-30B-plus
bigscience/bloom-560m,32.14,24.7,37.2,24.2,42.4,0.8,https://huggingface.co/bigscience/bloom-560m
TFLai/gpt2-turkish-uncased,32.12,24.5,25.1,26.6,52.3,0.0,https://huggingface.co/TFLai/gpt2-turkish-uncased
yhyhy3/med-orca-instruct-33b,32.06,27.4,25.9,25.4,49.6,47.14285714285714,https://huggingface.co/yhyhy3/med-orca-instruct-33b
TheBloke/Chinese-Alpaca-33B-SuperHOT-8K-fp16,32.04,26.8,29.6,24.1,47.8,47.14285714285714,https://huggingface.co/TheBloke/Chinese-Alpaca-33B-SuperHOT-8K-fp16
MayaPH/FinOPT-Franklin,32.04,27.7,24.9,23.1,52.4,0.0,https://huggingface.co/MayaPH/FinOPT-Franklin
KoboldAI/OPT-350M-Erebus,31.99,23.8,34.4,26.2,43.6,0.5,https://huggingface.co/KoboldAI/OPT-350M-Erebus
rishiraj/bloom-560m-guanaco,31.96,27.9,26.1,24.5,49.4,0.8,https://huggingface.co/rishiraj/bloom-560m-guanaco
Panchovix/WizardLM-33B-V1.0-Uncensored-SuperHOT-8k,31.96,25.4,32.0,23.4,47.0,47.14285714285714,https://huggingface.co/Panchovix/WizardLM-33B-V1.0-Uncensored-SuperHOT-8k
vicgalle/alpaca-7b,31.93,28.1,25.8,25.3,48.5,10.0,https://huggingface.co/vicgalle/alpaca-7b
beomi/KoAlpaca-Polyglot-5.8B,31.92,27.6,35.6,24.7,39.7,8.285714285714285,https://huggingface.co/beomi/KoAlpaca-Polyglot-5.8B
MayaPH/GodziLLa-30B-plus,31.83,29.2,25.4,24.2,48.6,42.857142857142854,https://huggingface.co/MayaPH/GodziLLa-30B-plus
facebook/opt-350m,31.78,23.6,36.7,26.0,40.8,0.5,https://huggingface.co/facebook/opt-350m
KoboldAI/OPT-350M-Nerys-v2,31.78,23.6,35.5,25.9,42.1,0.5,https://huggingface.co/KoboldAI/OPT-350M-Nerys-v2
jaspercatapang/Echidna-30B,31.76,28.5,25.5,24.9,48.1,42.857142857142854,https://huggingface.co/jaspercatapang/Echidna-30B
TheBloke/llama-30b-supercot-SuperHOT-8K-fp16,31.73,25.8,30.5,23.5,47.0,42.857142857142854,https://huggingface.co/TheBloke/llama-30b-supercot-SuperHOT-8K-fp16
